,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
4365,AKX,2024-09-12,2025-02-21,162,Thursday,713725,EUR,72516,500001,423909,0.14503170993658013,5.845730597385405,0.8478163043673913,40-65,F,zmiller,alexismurray@example.org,Oscar Green,M,33
4366,GRZ,2025-05-10,2026-05-28,383,Saturday,249735,EUR,19068,499999,28402,0.03813607627215254,1.4895112229913992,0.056804113608227215,20-35,A,zmiller,alexismurray@example.org,Oscar Green,M,33
4367,AKX,2024-12-12,2025-02-09,59,Thursday,740557,EUR,43425,499999,485912,0.0868501737003474,11.189683362118595,0.9718259436518873,45-55,F,rsmith,brandondixon@example.net,Alyssa Walker,F,71
4368,AKX,2024-01-13,2025-09-29,625,Saturday,62021,EUR,54731,499998,6065,0.1094624378497514,0.11081471195483364,0.012130048520194081,40-45,M,rsmith,brandondixon@example.net,Alyssa Walker,F,71
4369,GRZ,2023-10-11,2025-07-13,641,Wednesday,431195,GBP,57951,500002,106885,0.11590153639385442,1.844403030146158,0.2137691449234203,35-45,M,rsmith,brandondixon@example.net,Alyssa Walker,F,71
4370,KTR,2024-09-07,2024-09-18,11,Saturday,741157,USD,58237,499999,73378,0.1164742329484659,1.2599893538472104,0.14675629351258704,20-40,M,rsmith,brandondixon@example.net,Alyssa Walker,F,71
4371,BYU,2024-03-28,2025-11-12,594,Thursday,75969,EUR,83954,499998,52476,0.16790867163468653,0.625056578602568,0.10495241980967925,45-60,F,rsmith,brandondixon@example.net,Alyssa Walker,F,71
4372,GRZ,2023-11-16,2025-06-16,578,Thursday,426449,EUR,61690,500000,57367,0.12338,0.9299238126114443,0.114734,25-35,M,rsmith,brandondixon@example.net,Alyssa Walker,F,71
4373,GRZ,2023-08-23,2024-04-07,228,Wednesday,687633,GBP,56657,499998,21644,0.11331445325781303,0.38201810897153043,0.04328817315269261,20-45,F,tsmith,sandra74@example.net,Mitchell Thomas,M,87
4374,KTR,2025-04-07,2026-03-03,330,Monday,75542,EUR,41660,499999,59195,0.08332016664033329,1.420907345175228,0.11839023678047356,20-40,F,tsmith,sandra74@example.net,Mitchell Thomas,M,87
4375,BYU,2025-06-13,2026-09-16,460,Friday,750484,GBP,78288,500002,432361,0.15657537369850522,5.522698242387084,0.8647185411258355,25-35,F,tsmith,sandra74@example.net,Mitchell Thomas,M,87
4376,BYU,2024-09-29,2025-10-03,369,Sunday,256206,EUR,26699,499997,83982,0.05339832038992234,3.145511067830256,0.16796500779004675,30-45,M,huffjodi,barry11@example.net,David Patterson,M,20
4377,BYU,2024-06-11,2024-09-04,85,Tuesday,801511,GBP,11678,499996,95251,0.023356186849494795,8.156448021921562,0.19050352402819223,20-40,F,huffjodi,barry11@example.net,David Patterson,M,20
4378,AKX,2025-03-26,2026-07-05,466,Wednesday,85022,GBP,6434,500000,15749,0.012868,2.447777432390426,0.031498,35-45,F,huffjodi,barry11@example.net,David Patterson,M,20
4379,BYU,2025-03-23,2026-07-15,479,Sunday,714079,GBP,31469,499996,704276,0.06293850350802807,22.379993008992976,1.408563268506148,45-50,F,huffjodi,barry11@example.net,David Patterson,M,20
4380,AKX,2025-05-18,2026-03-06,292,Sunday,974435,EUR,50833,500002,99479,0.10166559333762665,1.9569767670607676,0.19895720417118332,25-45,A,huffjodi,barry11@example.net,David Patterson,M,20
4381,BYU,2024-11-12,2025-04-25,164,Tuesday,136911,EUR,21440,499998,3418,0.042880171520686086,0.1594216417910448,0.006836027344109376,25-40,F,huffjodi,barry11@example.net,David Patterson,M,20
4382,KTR,2024-12-10,2026-09-27,656,Tuesday,565976,EUR,34773,499999,14223,0.06954613909227818,0.40902424294711415,0.028446056892113783,20-30,A,huffjodi,barry11@example.net,David Patterson,M,20
4383,KTR,2023-11-27,2025-04-09,499,Monday,70470,GBP,59572,499998,62115,0.1191444765779063,1.042687839924797,0.12423049692198769,45-50,M,patricklong,kenneth69@example.com,Derek Franco,M,41
4384,BYU,2025-03-08,2026-07-15,494,Saturday,635596,GBP,89344,500000,559657,0.178688,6.264069215616046,1.119314,45-55,F,patricklong,kenneth69@example.com,Derek Franco,M,41
4385,GRZ,2025-06-22,2026-03-26,277,Sunday,357193,GBP,51916,499998,295166,0.10383241532966132,5.685453424763079,0.5903343613374453,45-65,F,patricklong,kenneth69@example.com,Derek Franco,M,41
4386,GRZ,2024-04-22,2025-10-27,553,Monday,783830,USD,22413,500001,460336,0.0448259103481793,20.538794449649757,0.9206701586596827,40-45,M,jason57,ssanders@example.net,Clayton Reed,O,73
4387,KTR,2023-09-08,2025-04-15,585,Friday,101976,GBP,30003,500002,77367,0.060005759976960095,2.5786421357864215,0.15473338106647574,45-50,F,jason57,ssanders@example.net,Clayton Reed,O,73
4388,GRZ,2025-06-10,2027-03-13,641,Tuesday,570920,USD,11448,500001,278129,0.022895954208091585,24.29498602375961,0.556256887486225,45-60,F,jason57,ssanders@example.net,Clayton Reed,O,73
4389,AKX,2023-11-21,2024-06-07,199,Tuesday,237374,GBP,40969,500001,66016,0.08193783612432776,1.6113646903756498,0.13203173593652812,40-60,A,jason57,ssanders@example.net,Clayton Reed,O,73
4390,BYU,2024-12-16,2026-10-18,671,Monday,598000,USD,22434,499998,177706,0.044868179472717894,7.921280199696889,0.3554134216536866,20-30,A,jason57,ssanders@example.net,Clayton Reed,O,73
4391,AKX,2024-10-06,2025-07-26,293,Sunday,877906,USD,56138,500000,21920,0.112276,0.39046635077843883,0.04384,25-35,M,jason57,ssanders@example.net,Clayton Reed,O,73
4392,GRZ,2025-02-12,2026-07-04,507,Wednesday,929677,EUR,37850,500000,713176,0.0757,18.84216644649934,1.426352,25-45,A,samanthaschmitt,kaustin@example.org,Julie Johnson,F,40
4393,AKX,2024-07-26,2026-02-10,564,Friday,984039,USD,37002,499996,493746,0.07400459203673629,13.343765201880979,0.9874998999992,45-50,A,samanthaschmitt,kaustin@example.org,Julie Johnson,F,40
4394,BYU,2024-11-16,2026-09-11,664,Saturday,412411,USD,11857,500000,239304,0.023714,20.182508222990638,0.478608,30-55,A,samanthaschmitt,kaustin@example.org,Julie Johnson,F,40
4395,AKX,2025-03-26,2026-10-08,561,Wednesday,133458,USD,50319,500001,110450,0.10063779872440255,2.19499592599217,0.2208995582008836,25-50,M,samanthaschmitt,kaustin@example.org,Julie Johnson,F,40
4396,BYU,2023-11-21,2025-06-09,566,Tuesday,984007,USD,19308,499998,123506,0.03861615446461786,6.396623161383882,0.2470129880519522,30-45,M,samanthaschmitt,kaustin@example.org,Julie Johnson,F,40
4397,BYU,2025-06-03,2025-08-21,79,Tuesday,994444,USD,44155,500001,780638,0.08830982338035324,17.679492696183896,1.561272877454245,30-50,F,samanthaschmitt,kaustin@example.org,Julie Johnson,F,40
4398,KTR,2024-04-30,2025-08-07,464,Tuesday,48100,GBP,48041,499999,4317,0.09608219216438432,0.08986074394787785,0.008634017268034536,35-50,F,samanthaschmitt,kaustin@example.org,Julie Johnson,F,40
4399,BYU,2024-05-11,2026-02-14,644,Saturday,973094,EUR,13151,500002,714443,0.02630189479242083,54.32613489468481,1.4288802844788622,35-55,F,samanthaschmitt,kaustin@example.org,Julie Johnson,F,40
4400,AKX,2024-08-30,2025-03-24,206,Friday,826149,EUR,76232,499997,474912,0.15246491478948873,6.229824745513695,0.9498296989781939,40-45,M,kjackson,schneidernicole@example.net,Kirsten Garcia,F,21
4401,GRZ,2024-01-16,2025-10-13,636,Tuesday,432543,USD,27968,500003,236622,0.05593566438601368,8.460454805491992,0.47324116055303667,35-45,A,kjackson,schneidernicole@example.net,Kirsten Garcia,F,21
4402,GRZ,2025-01-25,2025-03-03,37,Saturday,691843,USD,60818,500000,669349,0.121636,11.005771317701996,1.338698,35-50,M,kjackson,schneidernicole@example.net,Kirsten Garcia,F,21
4403,GRZ,2023-08-21,2023-09-29,39,Monday,992369,EUR,48229,499998,141448,0.09645838583354334,2.9328412366003858,0.28289713158852636,20-35,A,kjackson,schneidernicole@example.net,Kirsten Garcia,F,21
4404,AKX,2025-02-26,2025-05-05,68,Wednesday,933372,USD,51695,500000,641398,0.10339,12.407350807621627,1.282796,45-60,F,kjackson,schneidernicole@example.net,Kirsten Garcia,F,21
4405,BYU,2023-10-31,2024-01-02,63,Tuesday,56146,GBP,16573,500000,6033,0.033146,0.36402582513727144,0.012066,25-50,M,kjackson,schneidernicole@example.net,Kirsten Garcia,F,21
4406,BYU,2024-09-21,2026-08-19,697,Saturday,325422,USD,28973,500003,226961,0.05794565232608604,7.833534670210196,0.4539192764843411,25-30,F,kjackson,schneidernicole@example.net,Kirsten Garcia,F,21
4407,KTR,2025-03-06,2026-08-29,541,Thursday,412539,GBP,92028,499999,147023,0.18405636811273623,1.5975898639544486,0.2940465880931762,35-40,M,wayneshort,salazarjessica@example.net,Thomas Pace,M,76
4408,BYU,2024-08-25,2025-04-02,220,Sunday,457442,GBP,53989,500002,430437,0.10797756808972764,7.972679619922577,0.8608705565177739,35-60,M,wayneshort,salazarjessica@example.net,Thomas Pace,M,76
4409,AKX,2024-06-11,2026-02-02,601,Tuesday,383271,USD,22462,500000,119527,0.044924,5.321298192502894,0.239054,20-45,M,wayneshort,salazarjessica@example.net,Thomas Pace,M,76
4410,AKX,2025-02-16,2026-10-26,617,Sunday,352119,USD,37234,499998,332256,0.0744682978731915,8.923457055379492,0.6645146580586322,20-45,F,wayneshort,salazarjessica@example.net,Thomas Pace,M,76
4411,BYU,2025-02-18,2025-03-31,41,Tuesday,417850,GBP,48411,500000,234209,0.096822,4.837929396211605,0.468418,35-60,M,wayneshort,salazarjessica@example.net,Thomas Pace,M,76
4412,KTR,2025-05-18,2026-04-20,337,Sunday,289422,USD,52864,500001,94785,0.10572778854442291,1.7929971246973366,0.1895696208607583,25-40,F,jorge62,kathy72@example.com,Richard Horne,O,60
4413,AKX,2024-03-12,2024-11-11,244,Tuesday,599699,GBP,28513,499997,26136,0.057026342158052946,0.9166345175884684,0.0522723136338818,35-60,M,jorge62,kathy72@example.com,Richard Horne,O,60
4414,GRZ,2023-10-12,2024-02-01,112,Thursday,777902,USD,28581,499998,620775,0.0571622286489146,21.71984885063504,1.2415549662198648,40-60,A,jorge62,kathy72@example.com,Richard Horne,O,60
4415,GRZ,2024-01-22,2025-07-17,542,Monday,381818,USD,53981,499999,155805,0.10796221592443185,2.886293325429318,0.31161062322124644,20-35,F,jorge62,kathy72@example.com,Richard Horne,O,60
4416,BYU,2025-06-08,2026-09-01,450,Sunday,133845,USD,33817,499999,37060,0.06763413526827054,1.095898512582429,0.07412014824029647,40-50,F,jorge62,kathy72@example.com,Richard Horne,O,60
4417,KTR,2024-02-12,2025-03-06,388,Monday,574134,USD,87791,499999,468315,0.17558235116470233,5.3344306363978085,0.9366318732637465,35-40,M,jorge62,kathy72@example.com,Richard Horne,O,60
4418,GRZ,2023-08-10,2023-11-09,91,Thursday,960024,USD,29432,500004,252219,0.058863529091767265,8.569550149497147,0.5044339645282838,25-45,F,lewiskristina,ujohnson@example.net,Alicia Cummings,F,49
4419,BYU,2024-04-30,2024-10-19,172,Tuesday,475809,EUR,31814,499999,203164,0.06362812725625451,6.385993587728673,0.4063288126576253,45-70,M,lewiskristina,ujohnson@example.net,Alicia Cummings,F,49
4420,BYU,2024-05-10,2024-08-04,86,Friday,948275,EUR,77457,499994,112063,0.15491585899030788,1.4467769213886414,0.22412868954427453,20-35,M,lewiskristina,ujohnson@example.net,Alicia Cummings,F,49
4421,KTR,2024-08-09,2026-07-28,718,Friday,656634,EUR,72468,499997,90326,0.14493686962121774,1.2464260087210908,0.18065308391850352,45-60,A,lewiskristina,ujohnson@example.net,Alicia Cummings,F,49
4422,AKX,2023-09-01,2024-10-12,407,Friday,691771,USD,55515,500000,244802,0.11103,4.409655048185175,0.489604,20-40,F,justin82,nicholasshepard@example.net,Leslie Patton,F,55
4423,AKX,2023-07-26,2024-04-06,255,Wednesday,253883,EUR,20363,500000,161198,0.040726,7.916220596179345,0.322396,20-35,M,justin82,nicholasshepard@example.net,Leslie Patton,F,55
4424,GRZ,2024-10-18,2025-04-20,184,Friday,590957,GBP,63124,500002,4854,0.12624749501001997,0.07689626766364616,0.009707961168155328,40-55,M,justin82,nicholasshepard@example.net,Leslie Patton,F,55
4425,KTR,2024-01-14,2024-06-17,155,Sunday,70691,EUR,68492,500000,12233,0.136984,0.17860480056064942,0.024466,20-45,F,justin82,nicholasshepard@example.net,Leslie Patton,F,55
4426,AKX,2025-04-01,2025-10-15,197,Tuesday,471682,USD,13256,500001,424728,0.026511946976106048,32.04043452021726,0.8494543010913979,35-55,M,justin82,nicholasshepard@example.net,Leslie Patton,F,55
4427,AKX,2024-03-21,2024-04-13,23,Thursday,173784,USD,54018,500000,119682,0.108036,2.2155948017327556,0.239364,35-60,F,justin82,nicholasshepard@example.net,Leslie Patton,F,55
4428,BYU,2025-07-08,2027-03-17,617,Tuesday,26908,GBP,30491,500001,2888,0.06098187803624393,0.09471647371355482,0.005775988448023104,35-55,F,justin82,nicholasshepard@example.net,Leslie Patton,F,55
4429,GRZ,2023-09-02,2025-04-14,590,Saturday,500694,EUR,24754,500004,166831,0.04950760393916848,6.739557243273814,0.3336593307253542,25-50,F,alewis,gonzalesmelissa@example.org,Shawn Jones Jr.,M,80
4430,BYU,2025-07-16,2026-10-16,457,Wednesday,192167,GBP,11687,500002,84798,0.023373906504373983,7.255754256866604,0.16959532161871352,25-45,A,alewis,gonzalesmelissa@example.org,Shawn Jones Jr.,M,80
4431,GRZ,2025-04-01,2026-08-12,498,Tuesday,449106,GBP,19109,499999,300770,0.038218076436152874,15.73970380449003,0.6015412030824062,45-50,M,alewis,gonzalesmelissa@example.org,Shawn Jones Jr.,M,80
4432,AKX,2025-06-19,2026-06-10,356,Thursday,527225,EUR,24901,499999,2183,0.04980209960419921,0.08766716196136701,0.004366008732017464,20-30,M,alewis,gonzalesmelissa@example.org,Shawn Jones Jr.,M,80
4433,KTR,2024-10-21,2026-09-07,686,Monday,261494,USD,53777,499999,255526,0.10755421510843022,4.751585250199899,0.5110530221060442,40-65,M,alewis,gonzalesmelissa@example.org,Shawn Jones Jr.,M,80
4434,AKX,2023-09-19,2025-07-05,655,Tuesday,485341,USD,83422,499995,326265,0.16684566845668455,3.911018676128599,0.6525365253652536,20-35,M,alewis,gonzalesmelissa@example.org,Shawn Jones Jr.,M,80
4435,AKX,2023-11-02,2025-05-23,568,Thursday,395941,GBP,28279,500000,312423,0.056558,11.047880052335655,0.624846,30-35,M,mario62,powen@example.com,Jeremy Navarro,M,47
4436,AKX,2023-12-04,2024-08-11,251,Monday,542647,USD,10380,500002,231860,0.020759916960332157,22.33718689788054,0.4637181451274195,45-50,F,mario62,powen@example.com,Jeremy Navarro,M,47
4437,AKX,2024-02-25,2025-05-17,447,Sunday,809726,GBP,43410,499999,23896,0.08682017364034728,0.5504722414190278,0.04779209558419117,30-40,M,mario62,powen@example.com,Jeremy Navarro,M,47
4438,KTR,2023-11-27,2024-03-30,124,Monday,100921,USD,14569,500001,28535,0.029137941724116552,1.9586107488502986,0.05706988586022828,20-45,F,davisdaniel,pkerr@example.com,Christina Gutierrez,F,18
4439,BYU,2023-09-02,2024-11-11,436,Saturday,8718,USD,43670,499998,1792,0.08734034936139745,0.04103503549347378,0.0035840143360573442,35-40,M,davisdaniel,pkerr@example.com,Christina Gutierrez,F,18
4440,AKX,2024-05-03,2024-07-25,83,Friday,280069,USD,12426,500002,2076,0.02485190059239763,0.16706904876871076,0.004151983392066432,40-45,A,russellmonica,austinalexander@example.org,Elizabeth Patrick,F,71
4441,KTR,2024-10-24,2025-08-09,289,Thursday,277153,EUR,21661,499995,127275,0.04332243322433224,5.87576750842528,0.25455254552545525,25-45,M,russellmonica,austinalexander@example.org,Elizabeth Patrick,F,71
4442,BYU,2023-08-27,2024-07-01,309,Sunday,110430,GBP,31767,499997,16842,0.06353438120628724,0.5301728208518274,0.033684202105212634,35-60,F,russellmonica,austinalexander@example.org,Elizabeth Patrick,F,71
4443,AKX,2025-01-09,2026-09-20,619,Thursday,326057,USD,62101,500000,270127,0.124202,4.349801130416579,0.540254,45-50,F,russellmonica,austinalexander@example.org,Elizabeth Patrick,F,71
4444,GRZ,2024-02-10,2024-03-25,44,Saturday,922394,USD,40418,499999,594318,0.08083616167232334,14.704290167747043,1.1886383772767546,35-50,F,russellmonica,austinalexander@example.org,Elizabeth Patrick,F,71
4445,AKX,2025-01-30,2026-09-04,582,Thursday,680451,GBP,73148,499995,337146,0.14629746297462976,4.60909389183573,0.6742987429874299,40-55,F,russellmonica,austinalexander@example.org,Elizabeth Patrick,F,71
4446,KTR,2024-07-31,2026-07-13,712,Wednesday,394899,GBP,7972,500001,78204,0.015943968112063774,9.80983442047165,0.15640768718462564,30-55,A,russellmonica,austinalexander@example.org,Elizabeth Patrick,F,71
4447,BYU,2024-09-24,2024-12-31,98,Tuesday,574070,GBP,68845,499998,435643,0.13769055076220305,6.327881472873847,0.8712894851579406,30-40,A,madisongeorge,morganlopez@example.com,Daniel Jones,M,73
4448,BYU,2023-09-05,2024-09-23,384,Tuesday,989478,EUR,75922,499996,346840,0.15184521476171808,4.5683728036669216,0.6936855494843959,25-40,A,madisongeorge,morganlopez@example.com,Daniel Jones,M,73
4449,GRZ,2024-10-24,2026-08-21,666,Thursday,570440,GBP,58086,499999,71833,0.1161722323444647,1.2366663223496195,0.14366628733257467,20-30,M,madisongeorge,morganlopez@example.com,Daniel Jones,M,73
4450,AKX,2025-01-10,2025-12-21,345,Friday,35435,USD,54743,499999,33656,0.10948621897243795,0.6148000657618325,0.06731213462426924,45-60,F,alexandriaturner,pmcdaniel@example.com,Michael Mckee,M,42
4451,KTR,2025-02-15,2026-04-12,421,Saturday,926802,EUR,53624,499998,258407,0.10724842899371598,4.81886841712666,0.5168160672642691,45-60,F,alexandriaturner,pmcdaniel@example.com,Michael Mckee,M,42
4452,KTR,2023-11-05,2025-02-07,460,Sunday,191094,EUR,44399,499997,141358,0.08879853279119675,3.18381044618122,0.2827176963061778,45-60,A,alexandriaturner,pmcdaniel@example.com,Michael Mckee,M,42
4453,KTR,2025-05-31,2027-01-14,593,Saturday,865668,EUR,17583,499997,222698,0.03516621099726598,12.665529204345106,0.44539867239203434,45-50,M,alexandriaturner,pmcdaniel@example.com,Michael Mckee,M,42
4454,BYU,2023-11-11,2025-09-15,674,Saturday,303863,GBP,23819,499996,26307,0.047638381107048856,1.104454427137999,0.052614420915367326,45-50,F,alexandriaturner,pmcdaniel@example.com,Michael Mckee,M,42
4455,KTR,2024-11-11,2026-09-21,679,Monday,176532,EUR,16751,500002,26383,0.03350186599253603,1.5750104471374844,0.052765788936844256,30-45,F,burnettamy,reyesjames@example.org,Scott Allen,M,81
4456,AKX,2025-03-03,2026-07-25,509,Monday,250870,GBP,33629,500002,30028,0.06725773096907613,0.8929198013619197,0.06005575977696089,20-45,F,burnettamy,reyesjames@example.org,Scott Allen,M,81
4457,AKX,2023-12-16,2025-06-18,550,Saturday,766360,EUR,18420,499999,476797,0.03684007368014736,25.884744842562434,0.9535959071918144,25-35,F,burnettamy,reyesjames@example.org,Scott Allen,M,81
4458,AKX,2023-08-21,2024-07-23,337,Monday,169849,EUR,27266,499999,42269,0.054532109064218126,1.5502457272793957,0.08453816907633815,25-40,F,burnettamy,reyesjames@example.org,Scott Allen,M,81
4459,GRZ,2023-12-12,2024-12-21,375,Tuesday,920945,GBP,32300,499996,18769,0.06460051680413444,0.5810835913312693,0.03753830030640245,25-30,F,burnettamy,reyesjames@example.org,Scott Allen,M,81
4460,BYU,2024-01-22,2024-06-22,152,Monday,735516,USD,78727,499997,673384,0.15745494472966837,8.55340607415499,1.346776080656484,20-35,M,burnettamy,reyesjames@example.org,Scott Allen,M,81
4461,KTR,2025-01-27,2026-12-18,690,Monday,991924,EUR,38471,500002,41471,0.07694169223323107,1.0779808167190872,0.08294166823332706,40-55,A,jonesrobert,lewismatthew@example.org,Kelly Paul,M,71
4462,KTR,2025-03-27,2025-06-15,80,Thursday,98402,GBP,28097,500000,91029,0.056194,3.23981207958145,0.182058,20-25,M,jonesrobert,lewismatthew@example.org,Kelly Paul,M,71
4463,AKX,2024-10-31,2026-07-23,630,Thursday,298106,USD,8096,499998,110013,0.016192064768259073,13.588562252964428,0.22002688010752042,20-25,M,jonesrobert,lewismatthew@example.org,Kelly Paul,M,71
4464,BYU,2023-12-22,2024-09-30,283,Friday,166165,USD,38480,500002,18096,0.07695969216123136,0.4702702702702703,0.03619185523257907,40-45,M,jonesrobert,lewismatthew@example.org,Kelly Paul,M,71
4465,GRZ,2024-04-01,2025-12-04,612,Monday,649063,USD,32873,499996,358182,0.06574652597220777,10.89593283241566,0.7163697309578476,45-65,F,jonesrobert,lewismatthew@example.org,Kelly Paul,M,71
4466,AKX,2024-11-19,2026-03-20,486,Tuesday,491268,EUR,47837,500000,388653,0.095674,8.124527039739114,0.777306,25-50,M,jonesrobert,lewismatthew@example.org,Kelly Paul,M,71
4467,KTR,2023-12-05,2025-01-05,397,Tuesday,853935,GBP,43097,500002,159770,0.0861936552253791,3.7072185999025455,0.3195387218451126,35-45,A,jillmora,thomasroman@example.net,Kathleen Pugh,F,28
4468,BYU,2025-01-14,2025-11-24,314,Tuesday,351872,USD,64913,499999,342119,0.12982625965251932,5.2704234899018685,0.684239368478737,30-55,A,jillmora,thomasroman@example.net,Kathleen Pugh,F,28
4469,BYU,2025-07-17,2026-09-04,414,Thursday,713211,USD,74032,499997,704201,0.14806488838933032,9.512116382105036,1.4084104504627029,25-35,A,jillmora,thomasroman@example.net,Kathleen Pugh,F,28
4470,BYU,2023-12-19,2024-11-17,334,Tuesday,470912,EUR,62586,500000,364839,0.125172,5.829402741827246,0.729678,25-50,F,jillmora,thomasroman@example.net,Kathleen Pugh,F,28
4471,GRZ,2024-07-15,2024-12-29,167,Monday,961830,GBP,44948,500000,866356,0.089896,19.274628459553263,1.732712,40-55,F,jillmora,thomasroman@example.net,Kathleen Pugh,F,28
4472,GRZ,2023-11-27,2025-11-02,706,Monday,861781,EUR,51911,500000,93297,0.103822,1.7972491379476412,0.186594,20-40,F,jillmora,thomasroman@example.net,Kathleen Pugh,F,28
4473,KTR,2024-11-10,2026-05-27,563,Sunday,824296,EUR,23498,499999,16185,0.04699609399218799,0.6887820240020427,0.03237006474012948,30-45,F,jillmora,thomasroman@example.net,Kathleen Pugh,F,28
4474,AKX,2024-08-15,2025-03-23,220,Thursday,556087,EUR,27419,500001,471152,0.05483789032421935,17.1834129618148,0.9423021153957692,30-40,M,jillmora,thomasroman@example.net,Kathleen Pugh,F,28
4475,GRZ,2025-07-24,2027-01-13,538,Thursday,653656,EUR,45800,500001,400302,0.0915998168003664,8.740218340611353,0.8006023987952025,25-45,A,megandawson,jonathan31@example.net,Bethany Carter,F,49
4476,GRZ,2023-08-19,2024-08-15,362,Saturday,296563,EUR,46737,499999,252868,0.0934741869483739,5.410445685431243,0.505737011474023,30-35,A,megandawson,jonathan31@example.net,Bethany Carter,F,49
4477,GRZ,2023-10-14,2024-06-27,257,Saturday,148576,GBP,37151,500001,12688,0.0743018513962972,0.3415251271836559,0.025375949248101503,35-50,F,megandawson,jonathan31@example.net,Bethany Carter,F,49
4478,GRZ,2024-10-16,2026-03-26,526,Wednesday,51880,EUR,37671,499999,34535,0.07534215068430136,0.916752939927265,0.06907013814027628,40-50,F,megandawson,jonathan31@example.net,Bethany Carter,F,49
4479,AKX,2023-08-16,2025-06-23,677,Wednesday,667565,USD,41158,499999,415008,0.08231616463232927,10.083288789542738,0.8300176600353201,35-55,A,megandawson,jonathan31@example.net,Bethany Carter,F,49
4480,GRZ,2025-03-15,2025-06-12,89,Saturday,964400,USD,26283,500000,610840,0.052566,23.240878134155157,1.22168,25-50,A,megandawson,jonathan31@example.net,Bethany Carter,F,49
4481,GRZ,2024-12-13,2026-04-19,492,Friday,526115,USD,22538,500000,366370,0.045076,16.255657112432335,0.73274,45-55,A,dblackwell,amy22@example.com,Victoria Tapia,F,61
4482,BYU,2024-02-28,2024-12-22,298,Wednesday,353457,GBP,36113,499999,51790,0.0722261444522889,1.434109600420901,0.10358020716041431,40-60,F,dblackwell,amy22@example.com,Victoria Tapia,F,61
4483,AKX,2023-10-08,2025-05-11,581,Sunday,274780,GBP,47993,499996,212824,0.09598676789414315,4.4344800283374655,0.4256514052112417,20-25,M,dblackwell,amy22@example.com,Victoria Tapia,F,61
4484,GRZ,2025-01-13,2026-08-16,580,Monday,197698,EUR,47484,499996,128637,0.094968759750078,2.709059893858984,0.25727605820846566,30-50,F,dblackwell,amy22@example.com,Victoria Tapia,F,61
4485,GRZ,2024-09-01,2025-10-20,414,Sunday,589313,USD,8836,499999,507812,0.017672035344070688,57.47080126754187,1.0156260312520624,25-40,M,dblackwell,amy22@example.com,Victoria Tapia,F,61
4486,BYU,2024-02-10,2024-12-28,322,Saturday,889773,GBP,47931,500000,71075,0.095862,1.4828607790365316,0.14215,40-60,F,dblackwell,amy22@example.com,Victoria Tapia,F,61
4487,BYU,2024-02-05,2024-02-23,18,Monday,717465,EUR,27113,500004,701676,0.054225566195470434,25.879688710212815,1.403340773273814,40-55,M,dblackwell,amy22@example.com,Victoria Tapia,F,61
4488,GRZ,2025-05-04,2025-08-22,110,Sunday,323152,EUR,26520,500001,291664,0.05303989392021216,10.99788838612368,0.5833268333463333,25-30,A,dblackwell,amy22@example.com,Victoria Tapia,F,61
4489,GRZ,2024-10-24,2025-06-13,232,Thursday,510011,GBP,80076,499999,314749,0.1601523203046406,3.930628403017134,0.629499258998518,45-70,M,jessica93,kruegerrobert@example.com,Timothy Carter,M,88
4490,GRZ,2024-03-31,2026-02-11,682,Sunday,571331,GBP,27304,499999,126160,0.054608109216218434,4.620568414884266,0.2523205046410093,30-35,A,jessica93,kruegerrobert@example.com,Timothy Carter,M,88
4491,KTR,2025-05-25,2026-09-17,480,Sunday,919852,EUR,15312,499996,585315,0.03062424499395995,38.225901253918494,1.170639365114921,25-45,F,jessica93,kruegerrobert@example.com,Timothy Carter,M,88
4492,KTR,2023-08-14,2024-02-20,190,Monday,978035,GBP,12403,499995,323751,0.024806248062480624,26.10263645892123,0.6475084750847508,45-50,A,jessica93,kruegerrobert@example.com,Timothy Carter,M,88
4493,GRZ,2025-01-20,2026-12-10,689,Monday,734651,USD,32934,499995,609056,0.06586865868658687,18.493228882006438,1.2181241812418124,30-50,M,jessica93,kruegerrobert@example.com,Timothy Carter,M,88
4494,AKX,2024-11-10,2025-08-14,277,Sunday,642748,EUR,58192,499998,28996,0.11638446553786215,0.4982815507286225,0.057992231968927874,25-45,F,jessica93,kruegerrobert@example.com,Timothy Carter,M,88
4495,BYU,2025-06-25,2027-05-12,686,Wednesday,603610,GBP,29085,500000,337550,0.05817,11.605638645349837,0.6751,30-50,M,jessica93,kruegerrobert@example.com,Timothy Carter,M,88
4496,GRZ,2024-06-29,2026-03-01,610,Saturday,613598,EUR,17194,500003,251304,0.03438779367323796,14.615796207979528,0.5026049843700938,35-55,F,jessica93,kruegerrobert@example.com,Timothy Carter,M,88
4497,GRZ,2025-07-05,2026-05-05,304,Saturday,438416,USD,53913,499998,392793,0.10782643130572522,7.285682488453619,0.7855891423565694,30-50,F,kshaw,ksmith@example.org,Kelly Ward,F,33
4498,AKX,2023-08-30,2024-05-29,273,Wednesday,77950,USD,45126,499998,34333,0.09025236100944403,0.7608252448699198,0.06866627466509866,20-25,A,kshaw,ksmith@example.org,Kelly Ward,F,33
4499,AKX,2024-02-26,2025-08-27,548,Monday,622024,EUR,26320,500002,68370,0.05263978944084224,2.597644376899696,0.13673945304218782,30-35,F,kshaw,ksmith@example.org,Kelly Ward,F,33
